SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Arrimadero La Unión_Megalops atlanticus_Mediano;12000;12000
Pueblo Nuevo (Barrancominas)_Plagioscion squamosissimus_Mediano;3929;3929
Pueblo Nuevo (Barrancominas)_Schizodon scotorhabdotus_Mediano;3750;3750
Puerto de desembarco (Mitú)_Serrasalmus manueli_Mediano;12850;19739
Mayapo_Holocentrus adscensionis_Revuelto;6000;6000
Mayapo_Lutjanus griseus_Revuelto;15500;20000
El Roto_Caranx hippos_Varios tamaños;9236;12000
Puerto Asure_Colossoma macropomum_Pequeño;6000;6000
Ica-Copipa_Elops smithi_Grande;10000;10000
Bocanegra_Scomberomorus brasiliensis_Pequeño;17500;17500
Sapzurro_Etelis oculatus_Mediano;30000;30000
Ica-Copipa_Trachinotus falcatus_Revuelto;16000;16000
Bocanegra_Megalops atlanticus_Grande;14764;14764
Guacamayo_Curimata mivartii_Revuelto;2135;2619
Puerto Arriba (Dibulla)_Lutjanus analis_Pequeño;12490;12499
La Boquilla_Anisotremus virginicus_Revuelto;8036;8036
El Porvenir_Epinephelus itajara_Grande;15373;15373
Las Delicias_Elops smithi_Revuelto;3000;3000
La Plata - Bahía Málaga_Oligoplites saurus inornatus_Varios tamaños;2480;2480
La Plata - Bahía Málaga_Notarius troschelii_Pescado especial;4000;4000
Guazo_Pimelodus yuma_Revuelto;1250;1250
Bazurto_Rhomboplites aurorubens_Grande;22000;22000
El Puerto (Puerto Carreño)_Oxydoras sifontesi_Varios tamaños;5000;5000
El Puerto (Puerto Carreño)_Hydrolycus armatus_Varios tamaños;5000;5000
La Boquilla_Megalops atlanticus_Grande;11111;11111
La Tagua_Leiarius marmoratus_Mediano;12010;13895
El Puerto (Tumaco)_Sphyraena ensis_Grande;9000;9000
Galería (Guapi)_Bagre pinnimaculatus_Revuelto;8500;8500
Milagros de la Mar_Cynoponticus coniceps_Extragrande;9000;9000
El Valle_Nematistius pectoralis_Mediano;14000;14000
Camarones_Lutjanus purpureus_Grande;12000;12000
San Alejandro_Dasyloricaria latuira_Revuelto;960;960
Morrosquillo_Caranx crysos_Grande;8000;8000
Puerto Los Córdobas_Scomberomorus cavalla_Revuelto;19565;19565
Playa Pescadores - Capurganá_Epinephelus itajara_Grande;20000;20000
Puerto Los Córdobas_Caranx hippos_Grande;13725;13725
Muelles del Camarón_Sphyraena ensis_Revuelto;8957;8957
Muelles del Camarón_Ablennes hians_Revuelto;2000;2000
Maracayo_Caquetaia kraussii_Grande;6803;6803
Punta Ardita_Caranx caninus_Grande;10300;15700
Ica-Copipa_Trachinotus falcatus_Mediano;15909;15909
Timbiquí_Ariopsis seemanni_Varios tamaños;8000;8000
San Nicolás (Nechí)_Rhamdia guatemalensis_Revuelto;2381;2381
Puerto (Orocué)_Leiarius marmoratus_Revuelto;12100;13900
Locadía_Elagatis bipinnulata_Revuelto;13874;13931
Caño Grande_Mugil incilis_Revuelto;5000;5000
Tagachí_Caquetaia kraussii_Revuelto;1170;1170
Las Delicias_Lachnolaimus maximus_Revuelto;8000;8000
Puerto Abajo (Dibulla)_Caranx hippos_Revuelto;9017;9317
Puerto Abajo (Dibulla)_Gerres cinereus_Revuelto;8000;8000
Puerto Abajo (Dibulla)_Sphyraena guachancho_Revuelto;7000;7000
La T_Balistes capriscus_Pequeño;4000;4000
Taganga_Pristipomoides aquilonaris_Grande;20000;20000
Bahía de Cispatá_Lutjanus apodus_Revuelto;8119;13319
Ica-Copipa_Centropomus undecimalis_Mediano;29724;29982
Tribugá_Mugil curema_Revuelto;14000;14000
Purricha_Mugil curema_Revuelto;6250;13500
Playa de Arusí_Coryphaena hippurus_Mediano;13711;13711
Puerto Serviez_Colossoma macropomum_Mediano;9714;9714
Puerto Serviez_Sorubim cuspicaudus_Mediano;9933;15879
El Ferry_Pimelodus yuma_Pequeño;5989;5989
Bazurto_Gerres cinereus_Grande;10000;10000
Puerto del Cerrito_Oreochromis niloticus_Mediano;8000;8000
Puerto del Cerrito_Pseudoplatystoma magdaleniatum_Grande;12000;12000
Policía fluvial (Quibdó)_Ancistrus centrolepis_Mediano;5385;5385
Miramar - Bahía Málaga_Lutjanus colorado_Pequeño;6000;6000
Miramar - Bahía Málaga_Sphyraena ensis_Varios tamaños;8100;9900
Tapegua_Megaleporinus muyscorum_Mediano;3704;3704
Las Delicias_Conodon nobilis_Revuelto;6000;6000
Puente Chambacú - Río Jella_Paralabrax callaensis_Varios tamaños;5000;9600
Bahía de Cispatá_Scomberomorus cavalla_Mediano;10364;19344
Puerto Colorado_Sorubim cuspicaudus_Pequeño;14016;14016
Zapata_Centropomus pectinatus_Pequeño;18000;18000
Zapata_Lutjanus purpureus_Mediano;19912;19995
Arrimadero La Unión_Hoplopagrus guentherii_Grande;12000;12000
Mapiripán_Brachyplatystoma vaillantii_Mediano;6000;6000
Mapiripán_Zungaro zungaro_Mediano;10000;10000
Berrugas_Scomberomorus cavalla_Mediano;18957;18957
Las Flores_Micropogonias furnieri_Revuelto;9000;9000
Puerto Barrio El Progreso_Salminus affinis_Revuelto;12982;12982
La Boquilla_Mugil liza_Grande;11494;11494
Jurubirá_Lutjanus guttatus_Grande;10000;10000
Jurubirá_Caranx sexfasciatus_Mediano;8400;13800
Bocanegra_Centropomus ensiferus_Mediano;14000;14000
Las Brisas_Colossoma macropomum_Grande;10000;10000
Puerto Arriba (Dibulla)_Gerres cinereus_Mediano;6538;7923
Puerto Arriba (Dibulla)_Priacanthus arenatus_Mediano;4000;4000
Puerto (Arauquita)_Pseudoplatystoma orinocoense_Mediano;17000;17000
Orpua_Cynoscion phoxocephalus_Grande;10000;10000
Desembarcadero (Juradó)_Eucinostomus spp._Pequeño;18000;18000
Desembarcadero (Juradó)_Centropomus medius_Pequeño;18000;18000
El Pedral_Megaleporinus muyscorum_Revuelto;1703;6081
Las Flores_Lutjanus purpureus_Grande;15882;15882
Jodedor_Haemulon plumieri_Pequeño;4000;4000
Puerto de Gamarra_Ageneiosus pardalis_Grande;16000;16000
Cupica_Coryphaena hippurus_Mediano;16000;16000
Bahía de Cispatá_Panulirus argus_Pequeño;18182;18182
Cupica_Lutjanus novemfasciatus_Revuelto;16000;16000
Cupica_Thunnus albacares_Grande;16000;16000
Cupica_Caranx caninus_Pequeño;14200;16000
Puerto Principal (Leticia)_Brycon amazonicus_Mediano;13462;13462
Rincón_Sorubim cuspicaudus_Pequeño;5048;5635
Villanueva_Triportheus magdalenae_Revuelto;769;769
Puerto Asure_Caquetaia kraussii_Revuelto;2000;3507
Virudó_Haemulopsis leuciscus_Grande;12000;12000
Puerto La Candelaria_Pimelodus yuma_Mediano;4556;4556
Policía fluvial (Quibdó)_Ctenolucius beani_Revuelto;5990;5990
Río San Miguel_Brycon hilarii_Pequeño;15000;15000
Villa Fátima_Tylosurus acus_Grande;4000;4750
Villa Fátima_Sphyraena guachancho_Grande;10000;10000
El Porvenir_Haemulon bonariense_Mediano;13804;13804
Camarones_Scomberomorus cavalla_Pequeño;19317;21900
Camarones_Lutjanus analis_Pequeño;15000;15000
Belén (San Marcos)_Ageneiosus pardalis_Pequeño;7000;7000
Camarones_Panulirus argus_Revuelto;21987;31291
Camarones_Scomberomorus brasiliensis_Grande;16300;21700
San José de la Calle_Colossoma macropomum_Grande;13997;13997
Cangrejito_Umbrina coroides_Pequeño;6471;6471
Bahía de Cispatá_Cynoscion leiarchus_Revuelto;10204;10204
Las Delicias_Lutjanus mahogoni_Grande;12000;12000
Las Delicias_Caranx hippos_Mediano;7000;7000
Las Delicias_Anisotremus surinamensis_Grande;5000;5000
Las Delicias_Notarius grandicassis_Grande;3000;3000
Las Delicias_Trachinotus goodei_Mediano;6000;6000
Bahía de Cispatá_Megalops atlanticus_Revuelto;9873;9873
La Ensenada_Parapsettus panamensis_Pequeño;2500;2500
La Ensenada_Centropomus medius_Mediano;6000;6000
Bazurto_Ocyurus chrysurus_Mediano;13323;17754
La Ensenada_Genyatremus dovii_Pequeño;2500;2500
La Ensenada_Caranx caballus_Revuelto;3500;3500
Playa de Arusí_Coryphaena hippurus_Grande;11846;11846
Playa de Arusí_Hoplopagrus guentherii_Grande;9880;9880
Playa de Arusí_Epinephelus quinquefasciatus_Grande;15981;15981
Cooperativas - Pueblo Nuevo_Centropomus armatus_Pequeño;7500;7500
Barrio Santa Lucía_Lutjanus synagris_Pequeño;16000;16000
Poportín_Melongena melongena_Mediano;10000;10000
Lamas_Megaleporinus muyscorum_Pequeño;2819;3556
Las Tenazas_Chloroscombrus chrysurus_Mediano;6482;7028
Lamas_Megaleporinus muyscorum_Mediano;7143;7143
Playa Pescadores - Capurganá_Apsilus dentatus_Mediano;20000;20000
Locadía_Lutjanus purpureus_Grande;18857;18857
Comercializadores independientes (Guapi)_Menticirrhus panamensis_Revuelto;14000;14000
Puerto Arriba (Dibulla)_Selar crumenophthalmus_Mediano;5333;5333
Puerto Arriba (Dibulla)_Haemulon aurolineatum_Mediano;1895;6170
Las Delicias_Sphyraena barracuda_Mediano;7000;7000
Bahía de Cispatá_Elops smithi_Mediano;7619;7619
Puerto Los Córdobas_Priacanthus arenatus_Grande;13302;13302
Bahía de Cispatá_Scomberomorus cavalla_Revuelto;9988;9988
Bocanegra_Scomberomorus cavalla_Grande;14414;14414
Bocanegra_Caranx crysos_Revuelto;12006;12006
Puerto El Waffe marino_Sciades proops_Mediano;10000;10000
Mayapo_Scomberomorus brasiliensis_Revuelto;20000;20000
El Muelle (Barrancabermeja)_Caquetaia kraussii_Revuelto;2162;2162
Casco Urbano (Arauca)_Zungaro zungaro_Mediano;12000;12000
Casco Urbano (Arauca)_Piaractus orinoquensis_Mediano;12000;12000
Casco Urbano (Arauca)_Pseudoplatystoma metaense_Revuelto;15000;15000
Muelle Hong Kong_Pinirampus pirinampu_Revuelto;16000;16000
Puerto Abajo (Dibulla)_Panulirus argus_Mediano;48000;48000
Puerto Abajo (Dibulla)_Haemulon aurolineatum_Revuelto;5111;5911
Miel de Abeja_Cynoscion phoxocephalus_Grande;12000;12000
Cartagena del Chairá_Pseudoplatystoma tigrinum_Revuelto;18100;19000
La Ensenada_Larimus acclivis_Mediano;2500;2500
Loma - San Sebastián_Megalops atlanticus_Mediano;7463;7463
Jurubirá_Nematistius pectoralis_Grande;7000;7000
Jurubirá_Hemiramphus saltator_Grande;8000;8000
Jurubirá_Lutjanus aratus_Mediano;7000;7000
La Ensenada_Chaetodipterus zonatus_Mediano;2500;2500
La Ensenada_Trachypenaeus spp._Grande;16000;16000
El Puerto (Puerto Carreño)_Pseudoplatystoma orinocoense_Mediano;10000;10000
Chapinero_Rhonciscus crocro_Pequeño;5263;5263
Primera Ensenada_Rachycentron canadum_Grande;13968;13968
Puerto Chucha_Cathorops mapale_Grande;4511;4511
Betania - Naya_Cynoscion phoxocephalus_Revuelto;11000;11000
Puerto Arriba (Dibulla)_Lutjanus mahogoni_Mediano;14000;14000
Santuario_Schizodon fasciatus_Revuelto;12000;12000
Mercado (Lorica)_Brycon sinuensis_Mediano;10152;10152
Bahía de Cispatá_Caranx crysos_Revuelto;9694;9694
Barrio Santa Lucía_Ocyurus chrysurus_Grande;19370;19370
Playa de Arusí_Scomberomorus sierra_Mediano;10334;13297
Playa de Arusí_Cynoponticus coniceps_Revuelto;2000;2000
La Casa del Pescador_Cynoscion albus_Pequeño;17000;17000
Sivirú_Epinephelus quinquefasciatus_Revuelto;14000;14000
Morrosquillo_Epinephelus itajara_Mediano;11111;11111
Bazurto_Caranx ruber_Grande;12941;12941
Orpua_Centropomus medius_Grande;16000;16000
Champaché_Selene setapinnis_Pequeño;3088;4674
La Ensenada_Notarius troschelii_Mediano;3500;3500
Punta Bonita_Genyatremus pacifici_Mediano;6000;6000
Punta Bonita_Menticirrhus nasus_Mediano;11000;11000
Punta Bonita_Bagre pinnimaculatus_Pequeño;8000;8000
Las Tenazas_Panulirus argus_Pequeño;36842;36842
Purricha_Cynoscion phoxocephalus_Grande;12100;13900
Mayapo_Selar crumenophthalmus_Mediano;6000;6000
Caño Lobo_Mugil incilis_Grande;7942;7942
El Ferry_Prochilodus magdalenae_Mediano;8962;8962
Laguna Colorada_Prochilodus mariae_Revuelto;3000;3000
Loma - San Sebastián_Mugil incilis_Mediano;4956;5876
Puerto Miraflores_Bagre pinnimaculatus_Revuelto;14000;14000
Playa Totumo_Lutjanus purpureus_Mediano;20000;20000
Bazán_Lutjanus argentiventris_Varios tamaños;12000;12000
Bazán_Hoplopagrus guentherii_Grande;7000;7000
Villa Venecia_Megaleporinus muyscorum_Pequeño;3329;3398
Virudó_Cynoscion albus_Grande;12000;12000
Cupica_Hoplopagrus guentherii_Pequeño;16000;16000
Curillo_Megalonema sp. 1_Revuelto;14000;14000
San Nicolás (Santa Cruz De Mompox)_Oreochromis niloticus_Pequeño;3828;4018
La Peinada_Prochilodus magdalenae_Revuelto;8890;10151
San Nicolás (Santa Cruz De Mompox)_Megaleporinus muyscorum_Pequeño;1013;1013
Locadía_Caranx latus_Grande;11786;11786
Palenquito_Pseudoplatystoma magdaleniatum_Grande;6200;9800
Jurubirá_Lutjanus novemfasciatus_Grande;12000;12000
Las Flores_Centropomus undecimalis_Pequeño;15000;15000
Playa Nueva_Notarius troschelii_Grande;4000;4000
Juanchaco_Lutjanus colorado_Grande;10000;10000
Juanchaco_Hoplopagrus guentherii_Varios tamaños;4000;4000
Chapinero_Rhamdia guatemalensis_Mediano;3345;3560
Champaché_Bagre filamentosus_Mediano;5684;5684
Bazurto_Lutjanus vivanus_Pequeño;7939;7939
Barrio La Unión_Ariopsis canteri_Grande;7089;8843
Barrio La Unión_Lobotes surinamensis_Mediano;4878;4878
Jurubirá_Hyporthodus niphobles_Mediano;9000;9000
Jurubirá_Hemanthias signifer_Mediano;7000;7000
Puerto Principal (Leticia)_Pellona castelnaeana_Mediano;11923;18846
Puerto Principal (Leticia)_Mylossoma aureum_Pequeño;6522;6522
Puerto Principal (Leticia)_Pinirampus pirinampu_Mediano;8929;8929
Desembarcadero (Juradó)_Gnathanodon speciosus_Mediano;18000;18000
El Puerto (Tumaco)_Centropomus medius_Pequeño;7000;7000
El Puerto (Tumaco)_Epinephelus analogus_Pequeño;4000;4000
El Puerto (Tumaco)_Cynoponticus coniceps_Grande;5000;5000
El Puerto (Tumaco)_Cynoponticus coniceps_Pequeño;3000;3000
Puerto Real - Saloa_Hoplias malabaricus_Revuelto;2000;2000
Taganga_Trichiurus lepturus_Pequeño;3036;3036
Taganga_Sphyraena guachancho_Mediano;10000;10000
Zapata_Lobotes surinamensis_Mediano;20000;20000
La Punta_Cynoscion jamaicensis_Pequeño;7895;7895
Chamuscado - Naya_Lobotes pacifica_Pequeño;4000;4000
Chamuscado - Naya_Bairdiella ensifera_Pequeño;4000;4000
Puerto Chaparro_Salminus affinis_Grande;5980;6043
Jodedor_Makaira nigricans_Grande;5992;5992
Cooperativas - Pueblo Nuevo_Cynoscion squamipinnis_Grande;16000;16000
Puerto Abajo (Dibulla)_Haemulopsis corvinaeformis_Revuelto;5000;5000
Mantequera_Plagioscion magdalenae_Revuelto;4453;5817
Cabo de la Vela_Lutjanus griseus_Pequeño;11538;11538
Ica-Copipa_Lutjanus analis_Grande;30000;30000
Rincón_Megaleporinus muyscorum_Pequeño;2927;2927
Tajamar Occidental_Megalops atlanticus_Mediano;11070;11070
Mayapo_Lutjanus purpureus_Mediano;20000;20000
Mayapo_Eucinostomus melanopterus_Pequeño;7150;9850
Mayapo_Seriola zonata_Revuelto;6000;6000
Puerto Principal (Leticia)_Sorubimichthys planiceps_Mediano;8929;8929
Puerto Principal (Leticia)_Hypophthalmus edentatus_Grande;8065;8065
Isla Fuerte_Coryphaena hippurus_Revuelto;9375;9375
Betania - Naya_Otros pescadilla_Revuelto;3751;3752
Virudó_Lobotes pacifica_Grande;12000;12000
Buenavista (La Dorada)_Ichthyoelephas longirostris_Revuelto;11003;11003
Sivirú_Macrodon mordax_Revuelto;12000;12000
Sivirú_Bagre panamensis_Revuelto;10000;10000
Berrugas_Trachinotus goodei_Mediano;7143;7143
Arroyito_Centropomus undecimalis_Mediano;11967;11988
Jurubirá_Sphyraena ensis_Mediano;6994;7000
Mayapo_Sphyraena guachancho_Pequeño;10000;10000
Puerto Asure_Colossoma macropomum_Grande;5150;7850
Punta Ardita_Scomberomorus sierra_Grande;16000;16000
Playa Totumo_Mugil liza_Grande;12000;12000
Puerto Colorado_Plagioscion magdalenae_Grande;10201;13821
Puerto Arriba (Dibulla)_Rhomboplites aurorubens_Pequeño;7000;7000
Muelle Las Flores_Lobotes pacifica_Pequeño;6000;6000
San José de la Calle_Caquetaia kraussii_Revuelto;5978;5978
Muelle La Samaritana_Centropomus robalito_Grande;12000;12000
Muelle Las Flores_Centropomus robalito_Pequeño;6000;6000
Zapata_Cynoscion virescens_Mediano;27966;27966
Puerto Principal (Leticia)_Prochilodus nigricans_Grande;8348;8606
Zapata_Menticirrhus americanus_Revuelto;18000;18000
Cangrejito_Sphyraena guachancho_Grande;7000;7000
Muelle Las Flores_Cynoscion squamipinnis_Pequeño;6000;6000
Puerto Miraflores_Lobotes pacifica_Revuelto;14000;14000
Muelle Las Flores_Lutjanus guttatus_Grande;22000;22000
Muelle Las Flores_Lutjanus peru_Grande;10000;10000
Muelle La Samaritana_Lutjanus aratus_Grande;10000;10000
Paujil_Pseudorinelepis genibarbis_Revuelto;6200;6200
Cupica_Sphyraena qenie_Revuelto;16000;16000
Cupica_Trachinotus rhodopus_Mediano;16000;16000
Puerto Asure_Isorineloricaria tenuicauda_Revuelto;8000;8000
Bazurto_Albula vulpes_Mediano;5000;5000
Nueva Ola_Plagioscion magdalenae_Grande;3967;7601
Concepción - Tacamocho_Sorubim cuspicaudus_Pequeño;5000;5000
Palenquito_Sorubim cuspicaudus_Grande;5000;5003
Santa Rosa_Sarda sarda_Revuelto;7273;7273
Policía fluvial (Quibdó)_Dasyloricaria latuira_Revuelto;5959;5959
Bocanegra_Panulirus argus_Grande;29787;29787
Guacamayo_Pimelodus yuma_Revuelto;2105;2105
Marriaga_Ageneiosus pardalis_Mediano;12112;16786
Sapzurro_Seriola rivoliana_Mediano;26000;26000
Sapzurro_Coryphaena hippurus_Grande;18000;18000
Punta Bonita_Trachinotus kennedyi_Revuelto;5000;5000
Punta Bonita_Oligoplites refulgens_Mediano;6000;6000
Puerto Boquillas_Colossoma macropomum_Revuelto;4050;4950
Purricha_Scomberomorus sierra_Pequeño;4000;10800
Punta Bonita_Trachinotus kennedyi_Grande;6000;6000
Camarones_Haemulon steindachneri_Revuelto;2966;2966
Barrio Abajo (Ciénaga)_Albula vulpes_Pequeño;5110;5953
La Boquilla_Callinectes sapidus_Revuelto;2849;2849
Camarones_Tylosurus acus_Mediano;2258;2258
Pomeño_Polydactylus opercularis_Mediano;14000;14000
Pomeño_Nebris occidentalis_Grande;14000;14000
Pomeño_Notarius troschelii_Mediano;10000;10000
Pomeño_Cynoscion phoxocephalus_Grande;14000;14000
Malecón (Puerto Gaitán)_Pterodoras rivasi_Revuelto;3000;3000
Manaure Centro_Seriola dumerili_Pequeño;4000;4000
Manaure Centro_Sphyraena barracuda_Grande;12000;12000
Puerto Arriba (Dibulla)_Centropomus undecimalis_Pequeño;9836;9836
Las Delicias_Lutjanus purpureus_Revuelto;17000;17000
Las Delicias_Alectis ciliaris_Grande;5000;5000
Lomita Arena_Lutjanus analis_Revuelto;13043;13043
Milagros de la Mar_Diplectrum pacificum_Pequeño;4000;4000
Bahía de Cispatá_Caranx crysos_Mediano;11823;11823
El Roto_Mugil incilis_Grande;2939;2939
Jodedor_Caranx crysos_Pequeño;9962;9962
Playa de Arusí_Tylosurus fodiator_Grande;11538;11538
Purricha_Lutjanus argentiventris_Grande;10100;11900
Arrimadero La Unión_Trachinotus paitensis_Mediano;14000;14000
Guineal_Lobotes pacifica_Varios tamaños;8000;8000
Sivirú_Cynoscion phoxocephalus_Pequeño;12000;12000
Providencia o Caimancito_Cynopotamus magdalenae_Revuelto;740;2069
Sivirú_Scomberomorus sierra_Grande;10000;10000
Popoya Playa_Acanthocybium solandri_Mediano;6622;6622
Cabo de la Vela_Lutjanus griseus_Revuelto;12000;12000
Lamas_Prochilodus magdalenae_Extragrande;16667;16667
Puerto Boca_Plagioscion magdalenae_Revuelto;8422;9391
Vigía de Curvaradó_Ageneiosus pardalis_Grande;14159;14159
Berlín_Brycon moorei_Grande;8000;8000
Distribuidoras de Tumaco_Centropomus medius_Pequeño;7000;7000
El Porvenir_Panulirus guttatus_Mediano;19767;19767
Camarones_Diapterus auratus_Revuelto;12000;12000
Muelles del Camarón_Penaeus occidentalis_Mediano;30000;30000
Barrio Pambelé_Megalops atlanticus_Mediano;13659;13659
Casino_Rachycentron canadum_Pequeño;14966;14966
Belén (San Marcos)_Piaractus brachypomus_Pequeño;7024;7024
El Porvenir_Harengula humeralis_Pequeño;16667;16667
Puerto Los Córdobas_Sciades proops_Pequeño;10000;10000
El Roto_Lutjanus cyanopterus_Pequeño;19383;19383
Puerto Wilches_Pimelodus yuma_Revuelto;5000;6000
Puerto Miraflores_Lutjanus peru_Pequeño;16000;16000
Miramar - Bahía Málaga_Scomberomorus sierra_Grande;13000;13000
Muelle La Samaritana_Epinephelus analogus_Pequeño;6000;6000
Puerto Serviez_Pimelodus grosskopfii_Mediano;8480;15689
Puerto Serviez_Pimelodus yuma_Pequeño;5957;7539
Puerto Serviez_Sorubim cuspicaudus_Pequeño;11911;12744
Puerto Serviez_Oreochromis niloticus_Revuelto;3918;3918
Puerto Abajo (Dibulla)_Chere_Revuelto;3000;3900
Montaño_Prochilodus magdalenae_NA;1603;1603
Puerto del Cerrito_Plagioscion magdalenae_Revuelto;2000;2000
Playa Necoclí_Bagre filamentosus_Mediano;12000;12000
Playa Necoclí_Centropomus pectinatus_Pequeño;12000;15550
El Muelle (Barrancabermeja)_Pimelodus yuma_Revuelto;8000;8000
Barrio Abajo (Ciénaga)_Eugerres plumieri_Pequeño;4000;4000
Barrio Abajo (Ciénaga)_Centropomus undecimalis_Mediano;20000;20000
Plaza de mercado (La Dorada)_Prochilodus magdalenae_Grande;16000;16000
La Punta - Firme Cifuentes_Menticirrhus spp._Grande;10000;10000
Cabo de la Vela_Sphyraena barracuda_Grande;10000;10000
Barrio La Unión_Caranx bartholomaei_Mediano;9200;11000
Villa Fátima_Auxis thazard_Pequeño;4000;4000
Puerto Asure_Trichopodus pectoralis_Revuelto;1506;1506
Bazurto_Scarus guacamaia_Mediano;4000;4000
Bazurto_Larimus breviceps_Grande;13050;13950
La Mata_Oreochromis niloticus_Pequeño;3600;3600
Belén (El Banco)_Prochilodus magdalenae_Grande;8000;8000
Puerto Chucha_Hoplias malabaricus_Grande;5000;5000
Puerto Chucha_Caquetaia kraussii_Grande;5056;5056
Puerto Chucha_Megaleporinus muyscorum_Grande;5000;5000
La Tagua_Brachyplatystoma filamentosum_Grande;14250;15000
Dotenedó_Megalops atlanticus_Revuelto;16000;16000
Dotenedó_Oligoplites altus_Revuelto;8000;8000
Dotenedó_Caranx caninus_Revuelto;8000;8000
Playa Pescadores - Capurganá_Elagatis bipinnulata_Revuelto;20000;20000
Berrugas_Seriola dumerili_Grande;15000;15000
Berrugas_Epinephelus itajara_Pequeño;20000;20000
Puerto Abajo (Dibulla)_Anisotremus surinamensis_Revuelto;4000;4000
Puerto Abajo (Dibulla)_Archosargus rhomboidalis_Revuelto;5000;5000
Casco urbano Roma_Prochilodus magdalenae_Pequeño;10345;12000
Casco urbano Roma_Prochilodus magdalenae_Mediano;9027;11390
Casco urbano Roma_Sorubim cuspicaudus_Pequeño;7409;10000
Casco urbano Roma_Pseudoplatystoma magdaleniatum_Pequeño;7262;9271
Milagros de la Mar_Umbrina bussingi_Revuelto;4000;4000
Milagros de la Mar_Pontinus sierra_Revuelto;1500;1500
Milagros de la Mar_Lepophidium negropinna_Grande;1500;1500
La Playa (El Banco)_Cynopotamus magdalenae_Revuelto;1200;1200
Palenquito_Prochilodus magdalenae_Pequeño;7000;7000
Candelaria (Chimichagua)_Plagioscion magdalenae_Pequeño;2000;2000
Jurubirá_Nematistius pectoralis_Pequeño;12000;12000
Taganga_Rachycentron canadum_Pequeño;14000;14000
Jurubirá_Tylosurus pacificus_Mediano;12000;12000
Jurubirá_Coryphaena hippurus_Mediano;12000;12000
Cabo de la Vela_Elops smithi_Pequeño;5263;5263
Cabo de la Vela_Centropomus undecimalis_Grande;11290;11290
Taganga_Pseudupeneus maculatus_Pequeño;6000;6000
Jurubirá_Lutjanus novemfasciatus_Mediano;14000;14000
Villa Fátima_Auxis thazard_Revuelto;4000;4000
Las Delicias_Auxis thazard_Mediano;3000;3000
Punta Ardita_Acanthocybium solandri_Mediano;10000;10000
Punta Ardita_Centropomus nigrescens_Mediano;10000;10000
La Charca de Guarinocito_Piaractus brachypomus_Revuelto;7973;15167
La Charca de Guarinocito_Prochilodus magdalenae_Grande;17790;19780
Tajamar Occidental_Mugil incilis_Revuelto;5000;5000
La Charca de Guarinocito_Pimelodus yuma_Grande;11602;11602
Armenia_Cynopotamus magdalenae_Revuelto;1000;1000
Armenia_Prochilodus magdalenae_Grande;10000;10000
Casino_Lobotes surinamensis_Grande;16015;16015
Casino_Lutjanus griseus_Mediano;21667;21667
Bocanegra_Prochilodus magdalenae_Revuelto;18116;18116
Cupica_Coryphaena hippurus_Grande;14000;14000
Casco urbano Roma_Prochilodus magdalenae_Grande;7741;9422
Cupica_Coryphaena hippurus_Revuelto;14000;14000
Guacamayo_Triportheus magdalenae_Revuelto;2227;2320
Guacamayo_Pseudoplatystoma magdaleniatum_Pequeño;2000;2000
Barrio Chino_Ageneiosus pardalis_Pequeño;2000;2000
Mayapo_Lutjanus analis_Pequeño;10000;10000
Punta de blanco_Trachelyopterus insignis_Revuelto;408;412
Jodedor_Chere_Revuelto;1000;1450
Sapzurro_Caranx latus_Pequeño;18000;18000
Puerto Chucha_Rachycentron canadum_Grande;10836;11295
Puerto Chucha_Caranx crysos_Grande;12000;12000
Puerto Arriba (Dibulla)_Megalops atlanticus_Mediano;4000;4000
Vigía de Curvaradó_Megaleporinus muyscorum_Grande;860;860
Puerto Asure_Cynopotamus magdalenae_Revuelto;1803;1803
Pomeño_Caranx caninus_Mediano;12000;12000
Manaure Abajo_Caranx bartholomaei_Mediano;8000;8000
Piedras Blancas_Panulirus argus_Revuelto;15000;15000
Puerto Asure_Megaleporinus muyscorum_Grande;2500;2500
Santa Cruz - Naya_Notarius troschelii_Extragrande;10000;10000
Usaragá_Haemulon scudderii_Grande;7000;7000
Santa Cruz - Naya_Caranx caninus_Grande;8000;8000
Taganga_Auxis thazard_Grande;4667;17500
Betania - Naya_Epinephelus quinquefasciatus_Pequeño;14000;14000
Guazo_Cynopotamus magdalenae_Mediano;447;744
Taganga_Lutjanus mahogoni_Grande;20000;20000
Malecón (Puerto Gaitán)_Leiarius marmoratus_Revuelto;14000;14000
Guineal_Caranx caninus_Revuelto;3050;3950
Malecón (Puerto Gaitán)_Zungaro zungaro_Pequeño;14000;14000
Guacamayo_Cynopotamus magdalenae_Revuelto;1149;1149
Arquimedes_Elops smithi_Revuelto;5778;7537
La Charca de Guarinocito_Prochilodus magdalenae_Mediano;3156;3719
Arrimadero La Unión_Sphyraena ensis_Pequeño;14000;14000
Arrimadero La Unión_Caranx caninus_Pequeño;14000;14000
Arrimadero La Unión_Thunnus albacares_Pequeño;14000;14000
Jurubirá_Caranx caninus_Grande;8100;9900
Guineal_Achirus klunzingeri_Grande;3000;3000
Guineal_Caranx caninus_Grande;4593;4979
Guineal_Cynoscion phoxocephalus_Revuelto;8000;8000
Guineal_Hemiramphus saltator_Revuelto;3000;3000
