SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Nueva Colonia_ Red de enmalle fija marina_Caranx hippos;0,130434783;1,977777778
Nueva Colonia_ Red de enmalle fija marina_Bagre filamentosus;0,188679245;0,5
La Charca de Guarinocito_ Atarraya_Triportheus magdalenae;0,096428576;0,141666671
Marralú_ Chinchorro continental_Pseudoplatystoma magdaleniatum;0,341666667;4,4125
Marralú_ Chinchorro continental_Sorubim cuspicaudus;0,31804546;1,166666667
Marralú_ Chinchorro continental_Prochilodus magdalenae;0,136983332;0,785714286
Mercado (Lorica)_ Atarraya_Megaleporinus muyscorum;0,116666665;0,218005638
Mercado (Lorica)_ Atarraya_Pimelodus yuma;0,050000001;0,085000001
Mercado (Lorica)_ Atarraya_Sorubim cuspicaudus;0,220000009;1,353000021
Mercado (Lorica)_ Atarraya_Hoplias malabaricus;0,104999997;0,216666659
Mercado (Lorica)_ Atarraya_Prochilodus magdalenae;0,112978375;0,41653333
Mercado (Lorica)_ Atarraya_Rhamdia guatemalensis;0,133000001;0,20133334
Mercado (Lorica)_ Atarraya_Cyphocharax magdalenae;0,0380288;0,053046429
Nueva Colonia_ Red de enmalle fija marina_Bairdiella ronchus;0,173913043;0,25
Nueva Colonia_ Red de enmalle fija marina_Mugil liza;1;2,5
Nueva Colonia_ Red de enmalle fija marina_Trichiurus lepturus;0,25;0,75
El Valle_ Línea de mano fija marina_Lutjanus guttatus;0,321428571;1,905794574
Bahía de Santa Marta_ Línea de mano fija marina_Mycteroperca bonaci;2,851333364;10,7
Marralú_ Chinchorro continental_Megaleporinus muyscorum;0,167015504;0,416911117
Mercado (Lorica)_ Atarraya_Cynopotamus atratoensis;0,088291668;0,229099999
Mercado (Lorica)_ Atarraya_Caquetaia kraussii;0,046666667;0,090000004
Lamas_ Red de enmalle fija continental_Hoplias malabaricus;0,109542122;0,233166664
Lamas_ Red de enmalle fija continental_Caquetaia kraussii;0,061111112;0,130000001
Lamas_ Red de enmalle fija continental_Megaleporinus muyscorum;0,077916665;0,173384621
Playa Pescadores - Capurganá_ Línea de mano fija marina_Scomberomorus cavalla;0,676666663;14,35
Playa Pescadores - Capurganá_ Línea de mano fija marina_Thunnus albacares;0,394736842;4,6
Playa Pescadores - Capurganá_ Línea de mano fija marina_Caranx latus;0,166666667;4
Nueva Colonia_ Red de enmalle fija marina_Callinectes bocourti;0,170731707;0,222222222
Curillo_ Palangre calandrio_Piaractus brachypomus;1,700000048;8,75
Marralú_ Nasas de Peces_Pimelodus yuma;0,064659089;0,096234694
Marralú_ Nasas de Peces_Pimelodus grosskopfii;0,100882353;0,125
Marralú_ Nasas de Peces_Megaleporinus muyscorum;0,12495;0,373416661
Curillo_ Palangre calandrio_Leiarius marmoratus;2,505999994;5,169999838
Curillo_ Palangre calandrio_Zungaro zungaro;3,209999931;12,08250017
Curillo_ Palangre calandrio_Megalonema sp. 1;0,241428577;0,853214304
Santa Rosa_ Red de enmalle de deriva marina_Sparisoma chrysopterum;0,277777778;0,352941176
Santa Rosa_ Red de enmalle de deriva marina_Elops smithi;0,435625;2
Bahía de Santa Marta_ Línea de mano fija marina_Thunnus alalunga;0,279250002;6,881000113
Mercado (Lorica)_ Línea de mano fija continental_Sorubim cuspicaudus;0,315250008;2,418250036
Mercado (Lorica)_ Atarraya_Ariopsis canteri;0,102948718;0,532999977
Lamas_ Atarraya_Hoplias malabaricus;0,100000001;0,23275
Puerto Franco_ Red de enmalle fija continental_Oreochromis niloticus;0,204999995;0,449700017
Santa Rosa_ Red de enmalle de deriva marina_Mugil liza;0,285714286;0,376923077
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Prochilodus magdalenae;0,136363636;0,4
Costilla_ Atarraya_Oreochromis niloticus;0,152727273;0,564942529
Nueva Colonia_ Red de enmalle fija marina_Callinectes sapidus;0,166666667;0,222222222
Curillo_ Palangre calandrio_Pseudoplatystoma punctifer;2,299999952;7,643499899
Lamas_ Red de enmalle fija continental_Pimelodus yuma;0,079107145;0,151964286
Lamas_ Red de enmalle fija continental_Cyphocharax magdalenae;0,041071428;0,062711865
Lamas_ Red de enmalle fija continental_Trachelyopterus insignis;0,069880952;0,142809527
Puerto Franco_ Red de enmalle fija continental_Ageneiosus pardalis;0,330500001;0,858125016
Santa Rosa_ Red de enmalle de deriva marina_Seriola rivoliana;0,294117647;0,377631579
Marralú_ Red de enmalle de deriva continental_Prochilodus magdalenae;0,132000001;0,646730766
Marralú_ Red de enmalle de deriva continental_Cynopotamus magdalenae;0,175399997;0,303200005
Marralú_ Red de enmalle de deriva continental_Megaleporinus muyscorum;0,127328767;0,311374998
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Caquetaia kraussii;0,052631579;0,102794118
Isla Fuerte_ Línea de mano fija marina_Lutjanus jocu;0,46342857;2,666666667
Isla Fuerte_ Línea de mano fija marina_Caranx latus;0,431666652;1,9
Isla Fuerte_ Línea de mano fija marina_Katsuwonus pelamis;0,620930233;1,757142857
Isla Fuerte_ Línea de mano fija marina_Euthynnus alletteratus;0,59375;1,666666667
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Hoplias malabaricus;0,131578947;0,278333333
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Trichopodus pectoralis;0,076923077;0,098484848
Poportín_ Buceo marino mixto_Panulirus argus;0,25;0,5
Poportín_ Buceo marino mixto_Lutjanus jocu;0,360416667;0,979166667
Costilla_ Red de enmalle fija continental_Prochilodus magdalenae;0,125;0,281709145
Poportín_ Buceo marino mixto_Mycteroperca bonaci;0,3;1,5
Poportín_ Buceo marino mixto_Lachnolaimus maximus;0,270454545;0,666666667
Poportín_ Red de enmalle fija marina_Sparisoma chrysopterum;0,2;0,333333333
Poportín_ Red de enmalle fija marina_Sparisoma rubripinne;0,2;0,333333333
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Oreochromis niloticus;0,142857143;0,5
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Sorubim cuspicaudus;0,25;1
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Plagioscion magdalenae;0,133166665;0,5
Isla Fuerte_ Línea de mano correteo curricán o trolling_Thunnus alalunga;0,8;1,5
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Curimata mivartii;0,056751514;0,097857143
Macurutú - Saloa_ Red de enmalle fija continental ciénaga_Colossoma macropomum;0,204583337;2,225
Playa Pescadores - Capurganá_ Línea de mano fija marina_Lutjanus vivanus;0,359412955;0,553065134
Puerto Playa - Capurganá_ Línea de mano fija marina_Lutjanus vivanus;0,363636364;0,526415094
Puerto Playa - Capurganá_ Línea de mano fija marina_Thunnus albacares;0,443655449;7,55
Puerto Playa - Capurganá_ Línea de mano fija marina_Scomberomorus cavalla;1,4;15
El Valle_ Línea de mano fija marina_Kyphosus ocyurus;0,571428571;1,405797101
El Valle_ Línea de mano fija marina_Caranx caballus;0,380855406;0,945860529
El Valle_ Línea de mano fija marina_Caranx caninus;0,670833333;2,907272727
El Valle_ Palangre o espinel de fondo_Lutjanus colorado;2,053947368;7,144230769
Playa Pescadores - Capurganá_ Línea de mano fija marina_Lutjanus synagris;0,100000004;0,225252525
El Valle_ Palangre o espinel de fondo_Lutjanus novemfasciatus;2,836904762;15,775
El Valle_ Palangre o espinel de fondo_Lutjanus guttatus;0,657142857;5,548051948
Playa Pescadores - Capurganá_ Línea de mano fija marina_Katsuwonus pelamis;1,228571429;20,4
Playa Pescadores - Capurganá_ Línea de mano fija marina_Lutjanus buccanella;0,6875;3,625
Belén (El Banco)_ Red de enmalle fija continental ciénaga_Prochilodus magdalenae;0,173604025;0,42
Belén (El Banco)_ Red de enmalle fija continental ciénaga_Pimelodus yuma;0,10042735;0,112903226
Belén (El Banco)_ Red de enmalle fija continental ciénaga_Megaleporinus muyscorum;0,192827022;0,235294118
Policía fluvial (Quibdó)_ Línea de mano fija continental_Sternopygus aequilabiatus;0,319999993;0,870000005
Policía fluvial (Quibdó)_ Línea de mano fija continental_Pimelodus punctatus;0,132666667;0,242800001
Policía fluvial (Quibdó)_ Línea de mano fija continental_Rhamdia guatemalensis;0,189137501;0,384000002
Policía fluvial (Quibdó)_ Línea de mano fija continental_Megaleporinus muyscorum;0,289999988;0,479714275
Policía fluvial (Quibdó)_ Línea de mano fija continental_Pseudopimelodus sp. 1;0,749750021;3,296499904
Belén (El Banco)_ Chinchorro continental_Plagioscion magdalenae;0,175324675;1,136060606
Puerto Real - Saloa_ Red de enmalle fija continental ciénaga_Pimelodus yuma;0,0625;0,071428571
Puerto Real - Saloa_ Red de enmalle fija continental ciénaga_Megaleporinus muyscorum;0,11745098;0,172413793
Puerto Simití_ Red de enmalle fija continental_Prochilodus magdalenae;0,130769234;0,204812377
Puerto Simití_ Red de enmalle fija continental_Plagioscion magdalenae;0,301739575;1,5
Puerto Simití_ Atarraya_Prochilodus magdalenae;0,125;0,210210522
Las Flores_ Red de enmalle de deriva marina_Sciades proops;1,637500018;7
Las Flores_ Red de enmalle de deriva marina_Lobotes surinamensis;1,445000041;6,699999809
Las Flores_ Red de enmalle de deriva marina_Centropomus undecimalis;3,151666752;6,629999828
Las Flores_ Red de enmalle de deriva marina_Caranx hippos;1,909999979;7,680000043
La Playa (El Banco)_ Red de enmalle de deriva continental_Ageneiosus pardalis;0,553125009;1,200000048
La Playa (El Banco)_ Red de enmalle de deriva continental_Prochilodus magdalenae;0,174259582;0,600000024
La Playa (El Banco)_ Chinchorra_Salminus affinis;1,230000043;1,95
Chapundun_ Atarraya_Prochilodus magdalenae;0,183333337;0,60999999
Chapundun_ Atarraya_Cynopotamus atratoensis;0,188749999;0,43916667
Chapinero_ Atarraya_Prochilodus magdalenae;0,176923076;0,635883438
Chapinero_ Atarraya_Hypostomus hondae;0,190666664;0,36
La Playa (El Banco)_ Chinchorra_Pimelodus grosskopfii;0,214285714;0,400000016
Chapinero_ Atarraya_Megaleporinus muyscorum;0,200000003;0,600000024
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle de deriva continental_Hypophthalmus edentatus;0,774999988;0,870454579
Chapundun_ Atarraya_Sorubim cuspicaudus;0,26133333;3,059999943
Chapundun_ Atarraya_Salminus affinis;0,380000003;3,400000095
Chapundun_ Atarraya_Megaleporinus muyscorum;0,213249998;0,617000008
Chapundun_ Línea de mano fija continental_Brycon sinuensis;1,155000037;3,635000014
Chapundun_ Línea de mano fija continental_Salminus affinis;0,858333334;3,74999994
Robles_ Red de enmalle fija continental_Caquetaia kraussii;0,063409479;0,106364565
Robles_ Red de enmalle fija continental_Hoplias malabaricus;0,10641129;0,235068669
Robles_ Red de enmalle fija continental_Cyphocharax magdalenae;0,045048316;0,08
Las Flores_ Palangre o espinel de fondo_Lobotes surinamensis;1,387499988;6,6875
Puerto Boca_ Línea de mano fija continental_Sorubim cuspicaudus;0,416666667;1,792499959
Robles_ Red de enmalle fija continental_Megaleporinus muyscorum;0,101083335;0,239277783
Robles_ Red de enmalle fija continental_Trachelyopterus insignis;0,066285714;0,183599998
Yaguará_ Red de enmalle fija continental_Oreochromis niloticus;0,192307692;0,692948718
Yaguará_ Red de enmalle fija continental_Sternopygus aequilabiatus;0,622500002;1,5
Robles_ Red de enmalle fija continental_Oreochromis niloticus;0,157886902;0,302226618
Puerto Boca_ Red de enmalle de deriva continental_Pimelodus yuma;0,087521644;0,251499999
Puerto Boca_ Red de enmalle de deriva continental_Prochilodus magdalenae;0,181490643;0,615972222
Yaguará_ Atarraya_Oreochromis niloticus;0,196751831;0,656553172
Yaguará_ Atarraya_Oreochromis spp.;0,285714286;0,452595766
Mamón_ Red de enmalle fija continental_Caquetaia kraussii;0,054874913;0,096261684
Mamón_ Red de enmalle fija continental_Cyphocharax magdalenae;0,043220559;0,082697402
Mamón_ Red de enmalle fija continental_Hoplias malabaricus;0,104544996;0,238533335
Chapinero_ Atarraya_Salminus affinis;0,25999999;3,599999905
Las Flores_ Línea de mano fija marina_Centropomus undecimalis;1,200000048;5,674999952
Robles_ Red de enmalle fija continental_Pimelodus yuma;0,067076923;0,121604553
Puerto Boca_ Chinchorro continental_Prochilodus magdalenae;0,164221121;0,493703002
Caño Grande_ Red de enmalle fija continental_Hoplias malabaricus;0,180000007;0,419999987
Robles_ Red de enmalle fija continental_Prochilodus magdalenae;0,12702703;0,446666654
Chapinero_ Atarraya_Brycon sinuensis;0,24025;3,054999936
Chapinero_ Atarraya_Sternopygus aequilabiatus;0,286000004;0,707000002
Chapinero_ Atarraya_Cynopotamus atratoensis;0,200000006;0,460000007
Chapinero_ Atarraya_Leporellus vittatus;0,175;0,381999996
Doña Ana_ Red de enmalle fija continental_Prochilodus magdalenae;0,155085336;0,589999974
Caño Grande_ Red de enmalle fija continental_Megalops atlanticus;0,230000004;1
Yaguará_ Atarraya_Sternopygus aequilabiatus;0,5875;1,5
Puerto La Candelaria_ Atarraya rastra_Prochilodus magdalenae;0,130468177;0,413083334
Puerto La Candelaria_ Atarraya rastra_Megaleporinus muyscorum;0,130399995;0,312142864
Yaguará_ Chinchorra_Oreochromis niloticus;0,194444444;0,464285714
Yaguará_ Chinchorra_Pimelodus grosskopfii;0,223000001;0,5
Doña Ana_ Red de enmalle fija continental_Hoplias malabaricus;0,25;0,379499996
Mamón_ Red de enmalle fija continental_Megaleporinus muyscorum;0,109000004;0,237499997
Doña Ana_ Red de enmalle fija continental_Curimata mivartii;0,126074999;0,213500001
Doña Ana_ Red de enmalle fija continental_Megaleporinus muyscorum;0,163083334;0,479999989
Los Tendales_ Red de enmalle fija continental_Prochilodus magdalenae;0,23185;0,376800003
Los Tendales_ Red de enmalle fija continental_Caquetaia kraussii;0,183250004;0,216666659
Los Tendales_ Red de enmalle fija continental_Hoplias malabaricus;0,287053382;0,438634447
Los Tendales_ Red de enmalle fija continental_Plagioscion magdalenae;0,25;0,964685315
Los Tendales_ Red de enmalle fija continental_Sorubim cuspicaudus;0,25;0,89
Los Tendales_ Red de enmalle fija continental_Megaleporinus muyscorum;0,212752379;0,280000005
Puerto La Candelaria_ Chinchorro continental_Prochilodus magdalenae;0,134942395;0,319359989
Puerto La Candelaria_ Chinchorro continental_Megaleporinus muyscorum;0,141999998;0,321083331
Los Tendales_ Red de enmalle fija continental_Cynopotamus magdalenae;0,181818182;0,222222222
Barrio Chino_ Red de enmalle de deriva continental_Sorubim cuspicaudus;0,411062495;1,616500026
Puerto La Candelaria_ Red de enmalle fija continental_Prochilodus magdalenae;0,145122845;0,4991726
Puerto La Candelaria_ Red de enmalle fija continental_Caquetaia kraussii;0,064590907;0,116647054
Puerto Boquillas_ Red de enmalle fija continental_Trichopodus pectoralis;0,063365384;0,132374996
Puerto Boquillas_ Red de enmalle fija continental_Hoplias malabaricus;0,150000006;0,379999995
Puerto Boquillas_ Red de enmalle fija continental_Caquetaia kraussii;0,057142856;0,134550002
Barrio Chino_ Red de enmalle de deriva continental_Cynopotamus magdalenae;0,170000002;0,409400007
Barrio Chino_ Red de enmalle de deriva continental_Curimata mivartii;0,156500002;0,221000004
Chapundun_ Atarraya_Hypostomus hondae;0,175249996;0,306581306
Puerto Boquillas_ Red de enmalle fija continental_Colossoma macropomum;0,136566666;2,114999926
Barrio Chino_ Atarraya_Cyphocharax magdalenae;0,064200002;0,114399999
Barrio Chino_ Atarraya_Caquetaia kraussii;0,1165;0,233916658
Poportín_ Red de enmalle fija marina_Archosargus rhomboidalis;0,153846154;0,25
Poportín_ Red de enmalle fija marina_Bagre filamentosus;0,325;0,5
Poportín_ Red de enmalle fija marina_Haemulon bonariense;0,157894737;0,265797101
Chapundun_ Atarraya_Sternopygus aequilabiatus;0,409999996;1,190000045
Los Tendales_ Atarraya_Megaleporinus muyscorum;0,207435486;0,271545447
Los Tendales_ Atarraya_Caquetaia kraussii;0,1875;0,214598898
Chapundun_ Atarraya_Rhamdia guatemalensis;0,220499995;0,382000005
Doña Ana_ Red de enmalle fija continental_Caquetaia kraussii;0,124032257;0,209999993
Doña Ana_ Red de enmalle fija continental_Cynopotamus magdalenae;0,129999995;0,25999999
Doña Ana_ Red de enmalle fija continental_Trichopodus pectoralis;0,137333335;0,173666661
Poportín_ Red de enmalle fija marina_Lutjanus jocu;0,30375;0,37125
Poportín_ Red de enmalle fija marina_Calamus calamus;0,2;0,315
Doña Ana_ Red de enmalle fija continental_Oreochromis niloticus;0,157142861;0,514331386
Doña Ana_ Red de enmalle fija continental_Plagioscion magdalenae;0,215000004;1,290583301
Loma - San Sebastián_ Red de enmalle fija continental_Cyphocharax magdalenae;0,045928222;0,06842105
Loma - San Sebastián_ Red de enmalle fija continental_Hoplias malabaricus;0,116666665;0,235249998
Loma - San Sebastián_ Red de enmalle fija continental_Caquetaia kraussii;0,066666669;0,088888891
Loma - San Sebastián_ Red de enmalle fija continental_Pimelodus yuma;0,044750455;0,089284721
Loma - San Sebastián_ Red de enmalle fija continental_Prochilodus magdalenae;0,152012499;0,591666659
Bahía de Cispatá_ Línea de mano fija marina_Lutjanus griseus;0,072527473;1,35
Loma - San Sebastián_ Red de enmalle fija continental_Megaleporinus muyscorum;0,136695038;0,290000002
Bahía de Cispatá_ Línea de mano fija marina_Caranx crysos;0,115034965;0,333333333
Bahía de Cispatá_ Línea de mano fija marina_Lutjanus synagris;0,071428571;0,666666667
Bahía de Cispatá_ Línea de mano fija marina_Sphyraena guachancho;0,105683761;0,1875
Bahía de Cispatá_ Línea de mano fija marina_Bagre filamentosus;0,25;0,9
Puerto Abajo (Dibulla)_ Nasas de Peces_Panulirus argus;0,427083333;1
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Lutjanus synagris;0,217777778;1
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Micropogonias furnieri;0,169230769;0,416666667
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Haemulon plumieri;0,21;0,343589744
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Trachinotus goodei;1;1
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Bagre filamentosus;0,323076923;1,63866667
Bahía de Cispatá_ Línea de mano fija marina_Megalops atlanticus;0,351785714;2
Bahía de Cispatá_ Atarraya_Mugil incilis;0,115384615;0,261697723
Bahía de Cispatá_ Atarraya_Caranx latus;0,059285713;0,166666667
Bahía de Cispatá_ Atarraya_Centropomus undecimalis;0,083333333;1,7375
Puerto Abajo (Dibulla)_ Chinchorro camaronero_Penaeus schmitti;0,027777778;0,035714286
Bahía de Cispatá_ Atarraya_Chaetodipterus faber;0,125;1
Bahía de Cispatá_ Atarraya_Archosargus rhomboidalis;0,100892857;0,166666667
