SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_VALOR_Hist;Cuartil_sup_VALOR_Hist
Dorada_Red de enmalle - Red de enmalle fija continental_Triportheus magdalenae;1000;1000
San Miguel (Puerto Gaitán)_Red de enmalle - Red de enmalle fija continental_Oxydoras sifontesi;2410;2590
San Miguel (Puerto Gaitán)_Red de enmalle - Red de enmalle fija continental_Mylossoma albiscopum;6315;6585
Jodedor_Red de enmalle - Red de enmalle de encierro marina_Caranx crysos;257550;663450
Jodedor_Red de enmalle - Red de enmalle de encierro marina_Scomberomorus cavalla;577600;1650400
La Boquilla_Red de enmalle - Red de enmalle fija marina_Panulirus argus;125000;125000
La Plata - Bahía Málaga_Palangre o Espinel - Palangre o espinel de fondo_Cynoscion phoxocephalus;20825;66725
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Calamus penna;219100;219100
Milagros de la Mar_Red de enmalle - Red de enmalle de deriva marina_Ablennes hians;6000;6000
El Roto_Red de enmalle - Red de enmalle fija continental_Megaleporinus muyscorum;16230;16770
Arrimadero La Unión_Palangre o Espinel - Palangre o espinel de fondo_Bagre pinnimaculatus;244050;370950
Barrio Arriba - Barbosa (Magangué)_Red de enmalle - Red de enmalle de deriva continental_Ageneiosus pardalis;6000;6000
Barrio Arriba - Barbosa (Magangué)_Red de enmalle - Red de enmalle de deriva continental_Megaleporinus muyscorum;1000;1000
Tribugá_Línea de mano - Línea de mano correteo curricán o trolling_Scomberomorus sierra;7000;7000
Camarones_Línea de mano - Línea de mano correteo curricán o trolling_Selar crumenophthalmus;34200;294400
Camarones_Línea de mano - Línea de mano correteo curricán o trolling_Caranx crysos;91800;187800
Carrizal_Buceo - Buceo de langosta_Lachnolaimus maximus;28000;28000
Carrizal_Buceo - Buceo de langosta_Panulirus argus;49400;409800
Puerto Chaparro_Chinchorro continental - Chinchorro continental_Triportheus magdalenae;24000;24000
Palomar_Línea de mano - Línea de mano fija continental_Ageneiosus pardalis;6000;6000
La T_Red de enmalle - Red de enmalle de encierro marina_Trachinotus carolinus;31500;31500
Purricha_Red de enmalle - Red de enmalle fija marina_Penaeus occidentalis;24000;66500
Purricha_Red de enmalle - Red de enmalle de deriva marina_Macrodon mordax;85750;117250
Morrosquillo_Atarraya - Atarraya_Cathorops mapale;22500;22500
Morrosquillo_Línea de mano - Línea de mano correteo curricán o trolling_Elops smithi;11550;23700
Juanchaco_Línea de mano - Línea de mano fija marina_Lutjanus novemfasciatus;36000;36000
Jurubirá_Línea de mano - Línea de mano fija marina_Notarius troschelii;2050;16000
Mercado (Lorica)_Línea de mano - Línea de mano fija continental_Megalops atlanticus;5000;5000
Mercado (Lorica)_Palangre o Espinel - Palangre calandrio_Cynopotamus atratoensis;5000;5000
Bocas del Atrato_Red de enmalle - Red de enmalle fija marina_Megalops atlanticus;874500;874500
Las Balsas_Chinchorro continental - Chinchorro continental_Brachyplatystoma rousseauxii;131400;536400
La Ensenada_Red de enmalle - Red de enmalle camaronera_Sphyraena ensis;5700;98000
La Ensenada_Red de enmalle - Red de enmalle camaronera_Macrodon mordax;8400;8400
La Ensenada_Red de enmalle - Red de enmalle camaronera_Haemulopsis leuciscus;12500;12500
Puerto (Arauquita)_Atarraya - Atarraya_Zungaro zungaro;177000;177000
Lomita Arena_Red de enmalle - Red de enmalle de encierro marina_Caranx latus;144000;144000
Lomita Arena_Red de enmalle - Red de enmalle de encierro marina_Scomberomorus brasiliensis;108000;108000
Méjico_Palangre o Espinel - Palangre calandrio_Ageneiosus pardalis;13400;13400
Méjico_Red de enmalle - Red de enmalle de deriva continental_Triportheus magdalenae;310;490
Punta Bonita_Red de cerco - Red de cerco_Euthynnus lineatus;577500;1352250
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Piaractus brachypomus;140000;140000
El Pájaro_Red de enmalle - Red de enmalle fija marina_Thunnus albacares;17000;17000
Bahía de Cispatá_Arpón - Arpón_Tylosurus spp.;14200;53800
Puerto principal (San Vicente del Caguán)_Red de enmalle - Red de enmalle de deriva continental_Brachyplatystoma filamentosum;240790;417010
Puerto principal (San Vicente del Caguán)_Red de enmalle - Red de enmalle de deriva continental_Sorubimichthys planiceps;188000;188000
Puerto Asure_Atarraya - Atarraya_Pimelodus yuma;13500;13500
Sempegua_Chinchorro continental - Chinchorra_Triportheus magdalenae;6000;6000
Paujil_Red de enmalle - Red de enmalle fija continental_Zungaro zungaro;93345;250755
Puerto Abajo (Dibulla)_Red de enmalle - Red de enmalle fija marina_Scomberomorus brasiliensis;54000;54000
Loma - San Sebastián_Red de enmalle - Red de enmalle fija continental_Cynopotamus atratoensis;2000;15000
Playa Necoclí_Red de enmalle - Red de enmalle fija marina campaña_Hemicaranx amblyrhynchus;20000;20000
El Valle_Línea de mano - Línea de mano fija marina_Calamus brachysomus;189600;290400
Puerto Amor_Chinchorro continental - Chinchorra_Pimelodus yuma;125000;125000
Bazurto_Red de enmalle - Red de enmalle fija marina_Hypostomus hondae;64800;79200
Bazurto_Red de enmalle - Red de enmalle fija marina_Cephalopholis cruentata;30000;30000
Isla Fuerte_Red de enmalle - Red de enmalle fija marina_Haemulon bonariense;22500;22500
Puerto Triunfo_Red de enmalle - Red de enmalle de deriva continental_Ageneiosus pardalis;24500;24500
Puerto Triunfo_Red de enmalle - Red de enmalle de deriva continental_Sorubim cuspicaudus;43700;43700
Puerto Chucha_Red de enmalle - Red de enmalle fija continental_Cynopotamus atratoensis;5500;14000
Dotenedó_Palangre o Espinel - Palangre o espinel de fondo_Mugil setosus;62000;98000
Puente Chambacú - Río Jella_Línea de mano - Línea de mano correteo curricán o trolling_Sphyraena ensis;135000;135000
Puerto Serviez_Red de enmalle - Red de enmalle de deriva continental_Isorineloricaria tenuicauda;5550;15450
Puente Chambacú - Río Jella_Línea de mano - Línea de mano correteo curricán o trolling_Thunnus obesus;680000;680000
Puerto Serviez_Palangre o Espinel - Palangre calandrio_Brycon moorei;40250;81500
Champaché_Atarraya - Atarraya_Sphyraena guachancho;21300;139200
Pizarro_Red de enmalle - Red de enmalle de deriva marina_Otros pescadilla;85300;108700
Cangrejito_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus cyanopterus;9400;31000
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Sciades dowii;35000;35000
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Alectis ciliaris;14000;14000
Puerto Serviez_Chinchorro continental - Chinchorra_Curimata mivartii;12400;53000
Las Delicias_Red de enmalle - Red de enmalle de encierro marina_Cathorops wayuu;22410;96390
Ciénaga del Totumo_Atarraya - Atarraya_Mugil incilis;10000;10000
Miramar - Bahía Málaga_Línea de mano - Línea de mano fija marina_Centropomus medius;60000;60000
Agropez_Red de enmalle - Red de enmalle fija marina_Megalops atlanticus;174000;174000
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle de deriva marina_Larimus argenteus;13200;60000
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Caranx bartholomaei;11000;29000
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Epinephelus adscensionis;8000;8000
Bahía de Cispatá_Arpón - Arpón_Ariopsis canteri;7300;30700
Puerto Miraflores_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus guttatus;80400;364800
Puerto Miraflores_Palangre o Espinel - Palangre o espinel de fondo_Epinephelus analogus;40000;40000
Bocas de Seheve_Red de enmalle - Red de enmalle de deriva continental_Prochilodus magdalenae;6800;93600
Sempegua_Red de enmalle - Red de enmalle fija continental ciénaga_Piaractus brachypomus;14000;14000
Bocas de Seheve_Red de enmalle - Red de enmalle de deriva continental_Cynopotamus magdalenae;600;600
Rincón del Mar_Buceo - Buceo marino mixto_Scomberomorus brasiliensis;30750;44250
Bahía de Cispatá_Palangre o Espinel - Palangre o espinel de fondo_Caranx hippos;52500;52500
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle de deriva continental_Brachyplatystoma vaillantii;127500;231000
Puerto Cabuyaro_Chinchorro continental - Chinchorro continental_Pimelodus blochii;440000;440000
Puerto Cabuyaro_Chinchorro continental - Chinchorro continental_Pseudoplatystoma orinocoense;314500;314500
Puerto Cabuyaro_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma orinocoense;205700;205700
San Nicolás (Santa Cruz De Mompox)_Red de enmalle - Red de enmalle fija continental_Colossoma macropomum;15520;92020
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Caranx caninus;20000;20000
Camarones_Red de enmalle - Red de enmalle de deriva marina_Seriola zonata;37000;37000
Puerto Barrio El Progreso_Atarraya - Atarraya_Sorubim cuspicaudus;50600;50600
Puerto principal (San Vicente del Caguán)_Red de enmalle - Red de enmalle de deriva continental_Pseudoplatystoma punctifer;92000;92000
Caño Grande_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;2000;2000
Charambirá_Red de enmalle - Red de enmalle fija marina_Bagre pinnimaculatus;53200;67600
Domingodó_Red de enmalle - Red de enmalle fija continental_Piaractus orinoquensis;512000;512000
La Chamba_Atarraya - Atarraya_Piaractus brachypomus;43000;43000
San José de la Calle_Línea de mano - Línea de mano fija continental_Rhamdia guatemalensis;1705;3595
Guataquí_Palangre o Espinel - Palangre calandrio_Brycon moorei;20000;20000
Charambirá_Palangre o Espinel - Palangre o espinel de fondo_Bagre panamensis;32600;76000
La Pedrera_Arpón - Arpón_Leporinus friderici;104000;104000
La Pedrera_Arpón - Arpón_Plagioscion squamosissimus;96000;96000
Carrizal_Buceo - Buceo de langosta_Haemulon plumieri;27000;27000
Puerto Montecristo_Red de enmalle - Red de enmalle fija continental_Geophagus steindachneri;300;300
Orpua_Red de enmalle - Red de enmalle de encierro marina_Lobotes pacifica;20000;20000
Orpua_Red de enmalle - Red de enmalle de encierro marina_Larimus argenteus;10000;10000
Orpua_Red de enmalle - Red de enmalle de encierro marina_Lutjanus peru;48000;48000
Milagros de la Mar_Palangre o Espinel - Palangre o espinel de fondo_Ariopsis seemanni;2000;2000
Milagros de la Mar_Palangre o Espinel - Palangre o espinel de fondo_Notarius troschelii;42000;42000
Milagros de la Mar_Palangre o Espinel - Palangre o espinel de fondo_Piaractus brachypomus;56000;56000
Sivirú_Red de enmalle - Red de enmalle fija marina_Ariopsis seemanni;30000;30000
Puerto Bello_Red de enmalle - Red de enmalle fija continental_Oreochromis niloticus;9360;61600
Puente Chambacú - Río Jella_Línea de mano - Línea de mano fija marina_Lutjanus inermis;17500;17500
Taganga_Buceo - Buceo de peces_Rachycentron canadum;175000;175000
Morrosquillo_Atarraya - Atarraya_Scomberomorus brasiliensis;36000;36000
Charambirá_Palangre o Espinel - Palangre o espinel de fondo_Hoplopagrus guentherii;44400;123600
Jurubirá_Palangre o Espinel - Palangre o espinel de fondo_Centropomus viridis;98350;134350
Jurubirá_Línea de mano - Línea de mano fija marina_Anisotremus interruptus;14000;14000
Pueblo Nuevo (Barrancominas)_Palangre o Espinel - Palangre calandrio_Platynematichthys notatus;4740;29290
Pueblo Nuevo (Barrancominas)_Palangre o Espinel - Palangre calandrio_Phractocephalus hemioliopterus;72300;99300
La Punta - Firme Cifuentes_Palangre o Espinel - Palangre o espinel de fondo_Bagre pinnimaculatus;120000;120000
La Punta - Firme Cifuentes_Red de enmalle - Red de enmalle camaronera_Sphyraena ensis;202800;3,00E+05
Agropez_Red de enmalle - Red de enmalle fija marina_Selar crumenophthalmus;10000;10000
Tapegua_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;1400;1400
Berrugas_Chinchorro marino - Chinchorro marino_Tylosurus acus;80000;80000
Casco Urbano (San Juan de Urabá)_Red de enmalle - Red de enmalle fija marina_Conodon nobilis;2,00E+05;2,00E+05
Honda_Línea de mano - Línea de mano fija continental_Salminus affinis;19600;19600
Dotenedó_Red de enmalle - Red de enmalle fija marina_Diapterus brevirostris;12000;12000
Dotenedó_Línea de mano - Línea de mano fija marina_Bairdiella ensifera;105000;105000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Peprilus paru;3050;3950
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Scarus coeruleus;10000;10000
Guacamayo_Chinchorro continental - Chinchorro continental_Megaleporinus muyscorum;12000;25900
Guacamayo_Chinchorro continental - Chinchorro continental_Cynopotamus magdalenae;7050;7950
Taganga_Buceo - Buceo de peces_Lutjanus apodus;15000;15000
Guacamayo_Chinchorro continental - Chinchorro continental_Ageneiosus pardalis;1100;1100
Pesquera Aspabab_Red de enmalle - Red de enmalle fija marina_Scomberomorus sierra;210000;210000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Albula vulpes;5000;5000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Oligoplites palometa;6000;6000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;6900;23100
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Lutjanus vivanus;15000;15000
Poportín_Red de enmalle - Red de enmalle fija marina_Anisotremus virginicus;40000;40000
Puerto Colorado_Chinchorro continental - Chinchorro continental_Ageneiosus pardalis;8950;20200
Nueva Colonia_Red de enmalle - Red de enmalle fija marina_Lutjanus buccanella;168000;168000
Bocanegra_Chinchorro marino - Chinchorro marino_Megalops atlanticus;25500;34500
Comercializadores independientes (Guapi)_Red de enmalle - Red de enmalle fija marina_Epinephelus quinquefasciatus;170000;170000
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Aguarunichthys inpai;16380;68760
Cabo de la Vela_Trampas o Nasas - Nasas de Peces_Balistes capriscus;20000;20000
El Ferry_Chinchorro continental - Chinchorra_Cyphocharax magdalenae;3800;3800
El Porvenir_Buceo - Buceo marino mixto_Panulirus argus;46300;61600
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Priacanthus arenatus;340500;340500
Paujil_Línea de mano - Línea de mano fija continental_Leporinus fasciatus;56500;56500
Codis_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;1,00E+05;1,00E+05
El Roto_Red de enmalle - Red de enmalle fija continental_Oreochromis niloticus;6800;6800
Mayapo_Buceo - Buceo marino mixto_Sphyraena barracuda;28800;61200
Guineal_Red de enmalle - Red de enmalle de deriva marina_Otros pescadilla;47500;47500
Guineal_Línea de mano - Línea de mano fija marina_Epinephelus quinquefasciatus;10000;10000
Mayapo_Buceo - Buceo marino mixto_Lutjanus synagris;77900;385700
Bocas del Atrato_Flecha - Flecha_Lutjanus jocu;375000;375000
Pizarro_Red de enmalle - Red de enmalle fija marina_Menticirrhus panamensis;4800;19200
Muelle La Samaritana_Palangre o Espinel - Palangre o espinel de fondo_Notarius troschelii;24000;24000
Muelle Las Flores_Palangre o Espinel - Palangre o espinel de fondo_Notarius troschelii;54000;54000
Casco urbano (Puerto Escondido)_Red de enmalle - Red de enmalle fija marina_Caranx latus;40000;40000
Méjico_Red de enmalle - Red de enmalle fija continental_Triportheus magdalenae;800;800
Playa Necoclí_Red de enmalle - Red de enmalle camaronera_Bagre filamentosus;8000;14550
Locadía_Línea de mano - Línea de mano fija marina_Trachinotus falcatus;40000;40000
San Miguel (Puerto Gaitán)_Red de enmalle - Red de enmalle fija continental_Megaleporinus sp. 1;18600;18600
Sivirú_Red de enmalle - Red de enmalle camaronera_Centropomus medius;7000;7000
Sivirú_Red de enmalle - Red de enmalle camaronera_Cynoscion albus;280000;280000
Tagachí_Red de enmalle - Red de enmalle de deriva continental_Pseudopimelodus sp. 1;11600;11600
Agropez_Red de enmalle - Red de enmalle fija marina_Caranx bartholomaei;71000;71000
Pizarro_Red de enmalle - Red de enmalle de deriva marina_Nematistius pectoralis;6000;6000
Isla Fuerte_Buceo - Buceo marino mixto_Lutjanus analis;63000;63000
Bahía de Cispatá_Chinchorro marino - Chinchorro marino_Centropomus ensiferus;75150;77850
San Nicolás (Nechí)_Atarraya - Atarraya_Ichthyoelephas longirostris;8700;8700
San Nicolás (Nechí)_Línea de mano - Línea de mano fija continental_Brycon moorei;13800;13800
San Nicolás (Nechí)_Red de enmalle - Red de enmalle fija continental_Pseudopimelodus atricaudus;25900;25900
Muelle Principal (Puerto Leguízamo)_Red de enmalle - Red de enmalle fija continental_Pygocentrus nattereri;23100;45600
Mayapo_Trampas o Nasas - Nasas de Peces_Sphyraena barracuda;79000;79000
Playa Totumo_Palangre o Espinel - Palangre o espinel de fondo_Sphyraena guachancho;120000;120000
Policía fluvial (Quibdó)_Línea de mano - Línea de mano fija continental_Batrochoglanis transmontanus;7000;7000
La Punta_Red de enmalle - Red de enmalle fija marina_Gerres cinereus;12000;12000
Manaure Abajo_Palangre o Espinel - Palangre o espinel de fondo_Panulirus argus;267200;1048640
Distribuidoras de Tumaco_Red de enmalle - Red de enmalle de deriva marina_Paralonchurus dumerilii;60000;60000
Casco urbano Roma_Atarraya - Atarraya_Pseudoplatystoma magdaleniatum;22800;22800
San Nicolás (Nechí)_Palangre o Espinel - Palangre calandrio_Brycon moorei;12340;34660
Puerto de las Canoas (Puerto Berrío)_Atarraya - Atarraya porro_Hypostomus sp. 2;14255;17045
Puerto de las Canoas (Puerto Berrío)_Red de enmalle - Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;136800;136800
Puente Chambacú - Río Jella_Línea de mano - Línea de mano fija marina_Seriola peruana;112320;378140
Arrimadero La Unión_Línea de mano - Línea de mano fija marina_Euthynnus lineatus;57900;236100
Arrimadero La Unión_Línea de mano - Línea de mano fija marina_Lutjanus jordani;64400;71600
Arrimadero La Unión_Línea de mano - Línea de mano fija marina_Calamus brachysomus;35000;35000
Arrimadero La Unión_Línea de mano - Línea de mano fija marina_Anisotremus interruptus;35000;35000
Casino_Línea de mano - Línea de mano fija marina_Caranx bartholomaei;21300;388800
Palomar_Red de enmalle - Red de enmalle de deriva continental_Sorubim cuspicaudus;9570;63300
Sapzurro_Buceo - Buceo de peces_Caranx crysos;70000;250000
Guacamayo_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;4775;48275
Guacamayo_Red de enmalle - Red de enmalle fija continental_Cynopotamus magdalenae;5050;5950
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Lobotes pacifica;80000;80000
Guacamayo_Red de enmalle - Red de enmalle fija continental_Triportheus magdalenae;10000;10000
Manaure Centro_Red de enmalle - Red de enmalle de encierro marina_Sparisoma rubripinne;47600;47600
Manaure Centro_Red de enmalle - Red de enmalle de encierro marina_Lutjanus purpureus;90690;135510
Miel de Abeja_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus peru;72600;83400
Jodedor_Línea de mano - Línea de mano fija marina_Cynoscion leiarchus;64000;64000
Guineal_Palangre o Espinel - Palangre o espinel de fondo_Caranx caninus;8850;114150
Palanca_Chinchorro continental - Chinchorro continental_Curimata mivartii;2000;2000
Palanca_Red de enmalle - Red de enmalle fija continental_Salminus affinis;4800;4800
Pueblo Nuevo (Barrancominas)_Palangre o Espinel - Palangre calandrio_Brachyplatystoma juruense;18360;24840
Nueva Colonia_Red de enmalle - Red de enmalle de encierro marina_Lobotes surinamensis;56000;56000
El Llanito_Palangre o Espinel - Palangre calandrio_Plagioscion magdalenae;18600;29400
El Ferry_Chinchorro continental - Chinchorra_Cynopotamus magdalenae;1800;1800
Puerto del Cerrito_Chinchorro continental - Chinchorro continental_Cyphocharax magdalenae;4960;38260
Puerto del Cerrito_Chinchorro continental - Chinchorro continental_Pimelodus yuma;22200;96180
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;17440;71930
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Prochilodus mariae;217785;821100
Casco Urbano (Arauca)_Chinchorro continental - Chinchorro continental_Leporinus friderici;30000;30000
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Platynematichthys notatus;47500;47500
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Brachyplatystoma vaillantii;91800;124200
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Leiarius marmoratus;9000;9000
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Brachyplatystoma juruense;14000;14000
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Pseudoplatystoma metaense;69430;149170
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Pinirampus pirinampu;48000;48000
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Brachyplatystoma rousseauxii;100800;100800
Palanca_Atarraya - Atarraya_Sorubim cuspicaudus;3520;5680
Palanca_Atarraya - Atarraya_Pimelodus grosskopfii;1700;5300
Palanca_Red de enmalle - Red de enmalle de deriva continental_Ichthyoelephas longirostris;4100;4100
Ica-Copipa_Red de enmalle - Red de enmalle fija marina_Bagre filamentosus;40000;40000
El Llanito_Atarraya - Atarraya_Ageneiosus pardalis;18200;21800
El Llanito_Atarraya - Atarraya_Colossoma macropomum;18000;18000
Rincón del Mar_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis;304000;376000
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle fija marina_Menticirrhus panamensis;13200;34800
Bocas de Seheve_Chinchorro continental - Chinchorro continental_Pseudoplatystoma magdaleniatum;19350;59490
Bocas de Seheve_Chinchorro continental - Chinchorro continental_Prochilodus magdalenae;6000;6000
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle fija marina_Larimus argenteus;7800;40200
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle fija marina_Penaeus occidentalis;158400;417600
Puerto La Candelaria_Red de enmalle - Red de enmalle fija continental_Oreochromis niloticus;60000;60000
La Mata_Red de enmalle - Red de enmalle fija continental_Triportheus magdalenae;1475;15255
Puerto Abajo (Dibulla)_Red de enmalle - Red de enmalle fija marina_Holocentrus adscensionis;8000;8000
La Playa (El Banco)_Chinchorro continental - Chinchorra_Ichthyoelephas longirostris;10200;10200
La Casa del Pescador_Red de enmalle - Red de enmalle de deriva marina_Polydactylus opercularis;57000;57000
La Casa del Pescador_Red de enmalle - Red de enmalle de deriva marina_Caranx caninus;30000;30000
Tajamar Occidental_Línea de mano - Línea de mano cometa_Elops smithi;35000;35000
La T_Trampas o Nasas - Nasas de Peces_Haemulon bonariense;16600;135400
Puerto Serviez_Red de enmalle - Red de enmalle de deriva continental_Ichthyoelephas longirostris;10000;10000
Puerto Barrio El Progreso_Línea de mano - Línea de mano fija continental_Brycon moorei;24365;32735
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Epinephelus adscensionis;20000;20000
El Muelle (Puerto López)_Palangre o Espinel - Palangre calandrio_Mylossoma albiscopum;80000;80000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Xyrichtys novacula;7000;7000
Tasajera La Playa_Red de enmalle - Red de enmalle fija marina_Lutjanus cyanopterus;10000;14500
El Pedral_Atarraya - Atarraya_Piaractus brachypomus;15000;15000
Caño Lobo_Atarraya - Atarraya_Caranx hippos;9000;9000
Milagros de la Mar_Red de enmalle - Red de enmalle de deriva marina_Otros pescadilla;21000;165000
Taganga_Línea de mano - Línea de mano fija marina_Alectis ciliaris;16800;16800
Chamuscado - Naya_Red de enmalle - Red de enmalle de deriva marina_Menticirrhus panamensis;6500;6500
Taganga_Red de enmalle - Red de enmalle fija marina_Mulloidichthys martinicus;4600;4600
Punta Bonita_Red de enmalle - Red de enmalle fija marina_Lutjanus jordani;130000;130000
Punta Bonita_Red de enmalle - Red de enmalle fija marina_Cynoscion albus;336600;455400
Barrio Santa Lucía_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;24000;81600
Virudó_Atarraya - Atarraya_Lutjanus jordani;24000;24000
Virudó_Atarraya - Atarraya_Epinephelus labriformis;12000;12000
Cangrejito_Red de enmalle - Red de enmalle fija marina_Mugil liza;10500;19500
Puerto (Orocué)_Red de enmalle - Red de enmalle fija continental_Sorubimichthys planiceps;226800;226800
Cangrejito_Red de enmalle - Red de enmalle fija marina_Trachinotus carolinus;15000;15000
Puerto Miraflores_Palangre o Espinel - Palangre o espinel de fondo_Coryphaena hippurus;84000;84000
Las Delicias_Buceo - Buceo marino mixto_Panulirus laevicauda;20000;20000
Playa Nueva_Palangre o Espinel - Palangre o espinel de fondo_Hyporthodus acanthistius;35700;161600
Playa Nueva_Palangre o Espinel - Palangre o espinel de fondo_Caulolatilus affinis;15600;39000
Puerto Chucha_Red de enmalle - Red de enmalle fija marina_Cynoscion leiarchus;27000;27000
Manaure Abajo_Palangre o Espinel - Palangre o espinel de fondo_Caranx crysos;55350;241650
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Cynoscion jamaicensis;27750;229700
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Umbrina coroides;20800;316020
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Peprilus paru;12000;12000
Puerto Arriba (Dibulla)_Chinchorro marino - Chinchorro marino_Scomberomorus cavalla;70000;70000
Puerto Chucha_Red de enmalle - Red de enmalle fija continental_Sorubim cuspicaudus;18100;19900
Puerto Chucha_Red de enmalle - Red de enmalle de encierro continental_Prochilodus magdalenae;310000;310000
Puerto Chucha_Red de enmalle - Red de enmalle de encierro marina_Penaeus schmitti;81900;260100
Guineal_Red de enmalle - Red de enmalle de deriva marina_Caranx sexfasciatus;21000;21000
Guineal_Red de enmalle - Red de enmalle de deriva marina_Genyatremus pacifici;10500;10500
Jodedor_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis;20200;34600
Dotenedó_Palangre o Espinel - Palangre o espinel de fondo_Diapterus brevirostris;48000;48000
Timbiquí_Red de enmalle - Red de enmalle fija marina_Cynoscion albus;118250;301400
El Puerto (Puerto Carreño)_Palangre o Espinel - Palangre calandrio_Pseudoplatystoma orinocoense;33000;33000
Arrimadero La Unión_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus peru;459000;459000
Zapata_Red de enmalle - Red de enmalle fija marina_Elops smithi;22550;131300
Plaza de mercado (La Dorada)_Palangre o Espinel - Palangre calandrio_Piaractus brachypomus;60000;60000
La Gloria_Red de enmalle - Red de enmalle de encierro continental_Plagioscion magdalenae;15540;57660
Agropez_Red de enmalle - Red de enmalle fija marina_Haemulon parra;30000;30000
Las Balsas_Chinchorro continental - Chinchorro continental_Pimelodus blochii;330000;330000
Dotenedó_Red de enmalle - Red de enmalle fija marina_Lutjanus novemfasciatus;175000;175000
Bazán_Red de enmalle - Red de enmalle de deriva marina_Penaeus occidentalis;56700;69300
Bazán_Red de enmalle - Red de enmalle de deriva marina_Cynoscion phoxocephalus;232500;232500
Bazán_Red de enmalle - Red de enmalle de deriva marina_Scomberomorus sierra;46200;121800
Chamuscado - Naya_Red de enmalle - Red de enmalle de deriva marina_Epinephelus quinquefasciatus;40000;40000
Chamuscado - Naya_Red de enmalle - Red de enmalle de deriva marina_Oligoplites saurus inornatus;7500;7500
Playa de Arusí_Palangre o Espinel - Palangre o espinel de fondo_Epinephelus quinquefasciatus;432000;432000
Casco urbano Roma_Atarraya - Atarraya_Triportheus magdalenae;3920;9680
Bazurto_Atarraya - Atarraya_Archosargus rhomboidalis;126000;126000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Sphyraena guachancho;560000;560000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Eugerres plumieri;14000;14000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Diapterus auratus;60000;60000
Puerto Abajo (Dibulla)_Chinchorro marino - Chinchorro marino_Chloroscombrus chrysurus;92000;92000
Betania - Naya_Red de enmalle - Red de enmalle camaronera_Notarius troschelii;8800;8800
Bahía de Cispatá_Arpón - Arpón_Centropomus ensiferus;75000;75000
Morrosquillo_Buceo - Buceo de peces_Rachycentron canadum;65000;65000
